,Session,time,Time.minsec,Description,Focus,Large.Head.Movement,Activity,Social.Plane
674,20141128_Wendy_baseline2,3370000,56m10s,Teacher fiddles with her computer to release control,TCOMP,N,TDT,CLS
683,20141128_Wendy_baseline2,3415000,56m55s,"Teacher explains unrelated stuff (class seating), looking around the class",FAC,Y,EXP,CLS
698,20141128_Wendy_baseline2,3490000,58m10s,Teacher solves student's question,PAP,N,REP,IND
7241,20141128_Wendy_baseline2,3620000,60m20s,"Teacher is solving one question of a student, unexpectedly activates some feature",LAP,N,REP,IND
727,20141128_Wendy_baseline2,3635000,60m35s,"Teacher is solving one question of a student, unexpectedly activates some feature",LAP,N,REP,IND
728,20141128_Wendy_baseline2,3640000,60m40s,"Teacher is solving one question of a student, unexpectedly activates some feature",LAP,N,REP,IND
735,20141128_Wendy_baseline2,3675000,61m15s,Teacher is solving a student question,LAP,N,REP,IND
738,20141128_Wendy_baseline2,3690000,61m30s,Teacher is solving a student question,LAP,N,REP,IND
745,20141128_Wendy_baseline2,3725000,62m5s,Teacher is solving a doubt to some other student (sheet is upside down!),PAP,N,REP,IND
748,20141128_Wendy_baseline2,3740000,62m20s,Teacher solves a student question,LAP,N,REP,IND
766,20141128_Wendy_baseline2,3830000,63m50s,Teacher is solving a doubt to some other student (sheet is upside down!),PAP,N,REP,IND
796,20141128_Wendy_baseline2,3980000,66m20s,"Teacher tells students to start packing up, while she goes around",LAP,Y,TDT,CLS
810,20141128_Wendy_baseline2,4050000,67m30s,"Students packing up, teacher moves and looks around to see everything is organized",NA,Y,TDT,CLS
827,20141128_Wendy_baseline2,4135000,68m55s,"Students packing up, teacher moves and looks around to see everything is organized",NA,Y,TDT,CLS
838,20141128_Wendy_baseline2,4190000,69m50s,Parting remarks to one of the students,FAC,Y,TDT,IND
