,Session,time,Time.minsec,Description,Focus,Large.Head.Movement,Activity,Social.Plane
466,20141028_Kshitij_Session4,2330000,38m50s,"K is looking at a student computer, who had some problems, trying to understand what was wrong",SCOMP,NO,REP,IND
486,20141028_Kshitij_Session4,2430000,40m30s,"K looks as Patricks explains one thing, then sees something and goes around the class to another student",TEA,YES,MON,CLS
487,20141028_Kshitij_Session4,2435000,40m35s,"K looks as Patricks explains one thing, then sees something and goes around the class to another student",NA,YES,REP,CLS
4891,20141028_Kshitij_Session4,2445000,40m45s,K now focuses on a student computer to see what problems he has,SCOMP,NO,REP,IND
5071,20141028_Kshitij_Session4,2535000,42m15s,"K looks at his computer, notices and error and tries to correct it",TCOMP,NO,REP,IND
518,20141028_Kshitij_Session4,2590000,43m10s,"As students work, K looks around, and goes to answer a student question",SCOMP,YES,REP,GRP
521,20141028_Kshitij_Session4,2605000,43m25s,"K is solving a group's question, looking at their computer",SCOMP,NO,REP,GRP
545,20141028_Kshitij_Session4,2725000,45m25s,"K is explaining next step, looking at projector, his computer and students",FAC,YES,EXP,CLS
549,20141028_Kshitij_Session4,2745000,45m45s,"K is looking at the work of one student, trying to solve a problem",SCOMP,NO,REP,IND
559,20141028_Kshitij_Session4,2795000,46m35s,K goes around and moves to the front to give instructions for the next step,NA,YES,TDT,CLS
5641,20141028_Kshitij_Session4,2820000,47m0s,"K continues explaining barplots, looking alternatively at his computer, projector and students",TCOMP,YES,EXP,CLS
565,20141028_Kshitij_Session4,2825000,47m5s,"K continues explaining barplots, looking alternatively at his computer, projector and students",FAC,YES,EXP,CLS
566,20141028_Kshitij_Session4,2830000,47m10s,"K continues explaining barplots, looking alternatively at his computer, projector and students",PROJ,YES,EXP,CLS
592,20141028_Kshitij_Session4,2960000,49m20s,K explains something and goes around as students execute the steps,SCOMP,YES,MON,CLS
593,20141028_Kshitij_Session4,2965000,49m25s,K explains something and goes around as students execute the steps,SCOMP,YES,MON,CLS
594,20141028_Kshitij_Session4,2970000,49m30s,K explains something and goes around as students execute the steps,FAC,YES,MON,CLS
602,20141028_Kshitij_Session4,3010000,50m10s,K explains looking at projector then to students,FAC,YES,EXP,CLS
608,20141028_Kshitij_Session4,3040000,50m40s,"K is waiting for students to finish, tells them to say when they're done",FAC,YES,MON,CLS
623,20141028_Kshitij_Session4,3115000,51m55s,"K continues explaining, looking alternatively at projector and students",PROJ,YES,EXP,CLS
624,20141028_Kshitij_Session4,3120000,52m0s,"K continues explaining, looking alternatively at projector and students",FAC,YES,EXP,CLS
657,20141028_Kshitij_Session4,3285000,54m45s,"K is looking at students as they work, apparently counting them",FAC,YES,MON,CLS
6641,20141028_Kshitij_Session4,3320000,55m20s,"K continues explaining, looking at his computer, students and projector",FAC,YES,EXP,CLS
6651,20141028_Kshitij_Session4,3325000,55m25s,"K continues explaining, looking at his computer, students and projector",PROJ,YES,EXP,CLS
6841,20141028_Kshitij_Session4,3420000,57m0s,"K continues explaining, looking at his computer, students and projector",FAC,YES,EXP,CLS
705,20141028_Kshitij_Session4,3525000,58m45s,"Patrick makes some clarificatiions, K looks at him and the projector",TEA,YES,REP,CLS
728,20141028_Kshitij_Session4,3640000,60m40s,Patrick finishes and closes the session,NA,YES,REP,CLS
729,20141028_Kshitij_Session4,3645000,60m45s,K removes the eyetracker,NA,NA,NA,NA
